"week";"cellname";"REGIONAL";"count";"covered_sites"
11;"UTOPMJ02I";"CO";1;"UTOPMJ21"
10;"UGOACG10M";"CO";1;"UGOACG05"
10;"UTOGUR01C";"CO";1;"UTOGUR06"
11;"UDFSQS96K";"CO";21;"UDFSQS03,UDFSQS04,UDFSQS0A,UDFSQS0F,UDFSQS10,UDFSQS19,UDFSQS23,UDFSQS25,UDFSQS34,UDFSQS41,UDFSQS42,UDFSQS51,UDFSQS54,UDFSQS64,UDFSQS77,UDFSQS78,UDFSQS80,UDFSQS82,UDFSQS98,UDFSQSA0,UDFSQSB1"
14;"UMTCBA07N";"CO";6;"UMTCBA05,UMTCBA22,UMTCBA60,UMTCBA78,UMTCBA85,WMTCBA05"
6;"UALCLI14B";"NE";2;"UALCLI12,WALCLI12"
12;"UDFSOBR1I";"CO";3;"UDFSOB14,UDFSOB50,WDFSOB14"
13;"UDFSQSA8F";"CO";4;"UDFSQS94,UDFSQSA2,UDFSQSA3,UDFSQSA5"
12;"UGOGNA85A";"CO";1;"UGOGNA2F"
12;"UTOPMJ35G";"CO";1;"UTOPXC06"
9;"UGOCTL02C";"CO";1;"UGOCTL06"
13;"WMTROI01I";"CO";1;"UMTROI14"
6;"UROPVO10K";"CO";2;"UROPVO32,UROPVO69"
13;"UPBCGE04C";"NE";10;"UPBCGE02,UPBCGE03,UPBCGE05,UPBCGE06,UPBCGE09,UPBCGE12,UPBCGE14,UPBCGE16,UPBCGE21,UPBCGE33"
6;"UPETIU01I";"NE";1;"UPETIU04"
8;"UBASAMR1F";"BASE";2;"UBAALR01,UBAALR02"
9;"UMTROI06I";"CO";1;"UMTROI02"
8;"UPITER67M";"NE";2;"UPITER39,UPITER45"
8;"UPRLDA31C";"PRSC";1;"UPRLDA24"
8;"UTOGUR03C";"CO";4;"UTOGUR01,UTOGUR04,UTOGUR06,UTOGUR12"
12;"UDFTAG09A";"CO";1;"UDFTAG37"
13;"UMTCBAB9A";"CO";1;"UMTCBA97"
12;"UCEIAU03B";"NE";1;"UCEIAU01"
12;"URNALC01G";"NE";2;"URNALC04,URNALC08"
9;"UPBCGE14B";"NE";1;"UPBCGE02"
10;"UALCLI28C";"NE";6;"UALCLI01,UALCLI06,UALCLI18,UALCLI20,UALCLI30,WALCLI11"
13;"UPIFLO02B";"NE";1;"UPIFLO12"
8;"UCECTS03E";"NE";2;"UCECTS02,UCECTS13"
6;"UMGRBN110";"MG";1;"UMGRBN10"
8;"UESVVE15K";"ES";1;"UESVVE09"
10;"UPRMDN02C";"PRSC";1;"UPRMDN01"
9;"UCECTS02J";"NE";1;"UCECTS03"
12;"UCEPJSR3I";"NE";3;"UCEPJS02,UCEPJS03,UCEPJS12"
7;"UPRCSF40E";"PRSC";20;"CPRADBI1,KPRADBI1,UPRADBI1,UPRCCE30,UPRCCE34,UPRCCE37,UPRCCE39,UPRCCE40,UPRCCE41,UPRCCE49,UPRCCEI2,UPRCCEI3,UPRCCEI4,UPRCCEI5,UPRCSF16,UPRCSF17,UPRCSF18,UPRCSF29,UPRCSF32,WPRADBI1"
11;"UDFSQSD3M";"CO";1;"UDFSQS0C"
8;"UDFTAG33O";"CO";1;"UDFTAG74"
11;"UDFSQSC4J";"CO";2;"UDFSQS20,UDFSQS75"
8;"UPITER32B";"NE";1;"UPITER23"
10;"UMGBEL170";"MG";1;"UMGBEL28"
6;"UMGOBR041";"MG";1;"UMGOBR06"
14;"UMGJZF14K";"MG";1;"UMGJZF15"
14;"UPEBEZ03G";"NE";2;"UPEBEZ01,UPEBEZ05"
11;"UPECRUR4B";"NE";1;"UPESIT01"
11;"UDFSQN39I";"CO";34;"UDFSOB03,UDFSOB05,UDFSOB48,UDFSQN01,UDFSQN03,UDFSQN04,UDFSQN06,UDFSQN09,UDFSQN0H,UDFSQN10,UDFSQN12,UDFSQN17,UDFSQN19,UDFSQN21,UDFSQN22,UDFSQN25,UDFSQN28,UDFSQN29,UDFSQN30,UDFSQN36,UDFSQN42,UDFSQN43,UDFSQN44,UDFSQN45,UDFSQN46,UDFSQN47,UDFSQN50,UDFSQN53,UDFSQN98,UDFSQNI9,UDFSQNIB,WDFSOB03,WDFSQN04,WDFSQN09"
12;"UPEJBO13B";"NE";4;"UPEJBO07,UPEJBO14,WPEJBO07,WPEJBO14"
6;"UPEOLD17B";"NE";1;"UPEOLD08"
8;"UALAIR04B";"NE";2;"UALAIR03,UALAIR07"
8;"UMGBET231";"MG";1;"UMGBET44"
9;"UGOACG29C";"CO";1;"UGOACG05"
12;"UMTCCS07A";"CO";1;"UMTCCS01"
10;"UBACAJ04F";"BASE";1;"UBACAJ01"
14;"UPEGUS02E";"NE";1;"UPEGUS03"
6;"UGOGNA37I";"CO";1;"UGOGNA22"
13;"UMSTLS16N";"CO";2;"UMSTLS10,WMSTLS10"
11;"UMTCBA29N";"CO";1;"UMTCBA97"
8;"UBAPGU10A";"BASE";3;"UBAPGU02,UBAPGU07,UBAPGU20"
9;"UPITER49G";"NE";1;"UPITER64"
14;"UTONRL01E";"CO";1;"UTOPGM01"
10;"UGOLZA11C";"CO";2;"UGOLZA04,WGOLZA04"
14;"USCTBC01A";"PRSC";1;"USCAOCR1"
11;"UPEIPS30E";"NE";1;"UPEIPS18"
6;"UGOGNAA2C";"CO";4;"UGOGNA1Y,UGOGNA2B,UGOGNA74,UGOGNAC7"
10;"UBASMFR2G";"BASE";3;"UBASMF01,UBASMF11,UBASMF19"
6;"UMTCBAA6A";"CO";2;"UMTCBA04,UMTCBA51"
9;"UPEGUS03C";"NE";4;"UPEGUS02,UPEGUS08,WPEGUS02,WPEGUS06"
10;"UMSTLS12J";"CO";1;"UMSTLS04"
9;"UDFGMA01O";"CO";1;"UDFGMA27"
6;"UROVHA02C";"CO";1;"UROVHA01"
6;"UBAFSA60C";"BASE";1;"UBAFSA24"
12;"UCEAER09A";"NE";1;"UCEAER11"
9;"UGOSCQ07A";"CO";3;"UGOGNA0F,UGOGNA2M,UGOSCQ10"
9;"UPECBO11K";"NE";1;"UPECBOR4"
11;"UMGIPG05K";"MG";1;"UMGIPG04"
9;"UESSER112";"ES";1;"UESSER28"
9;"UDFGMA05A";"CO";1;"UDFGMA10"
13;"UESVVE07M";"ES";7;"UESVIT20,UESVIT21,UESVIT28,UESVIT29,UESVIT33,UESVIT34,UESVIT35"
13;"UPRLDA19Q";"PRSC";1;"UPRLDA24"
8;"UPITER45A";"NE";6;"UPITER07,UPITER38,UPITER47,UPITER49,UPITER79,UPITER95"
12;"URNPTB05C";"NE";2;"URNPTB03,WRNPTB03"
14;"UDFSQS16F";"CO";4;"UDFSQS1E,UDFSQS20,UDFSQS75,UDFSQS91"
9;"UESCAR111";"ES";1;"UESCAR09"
13;"UGOGNA92C";"CO";1;"UGOGNA1U"
7;"UPECRU42M";"NE";1;"UPECRU18"
8;"UMGBAR042";"MG";1;"UMGBAR08"
13;"URNPNG16I";"NE";2;"URNPNG08,URNPNG12"
10;"UTOPMJ05G";"CO";2;"UTOPMJ13,UTOPXC06"
12;"UGOLZA26E";"CO";1;"UGOLZA05"
9;"UBAALG02B";"BASE";1;"UBAALG04"
6;"UDFTAG61B";"CO";10;"UDFTAG02,UDFTAG13,UDFTAG24,UDFTAG25,UDFTAG41,UDFTAG46,UDFTAG69,UDFTAG93,UDFTAGI1,UDFTAGI4"
10;"UCESOL14A";"NE";2;"UCESOL01,UCESOL20"
10;"UMGMCL12J";"MG";1;"UMGMCL13"
12;"UMSCPE36F";"CO";1;"UMSCPE97"
10;"UPEIPS30G";"NE";6;"UPEBOV01,UPEBOV03,UPEBOV22,UPEBOV23,UPEBOV36,WPEBOV01"
7;"USCCCO06C";"PRSC";3;"USCCCO01,USCCCO08,USCCCO19"
12;"UMGSJR01N";"MG";1;"UMGSJR03"
12;"UALCLI28K";"NE";5;"UALCLI01,UALCLI06,UALCLI18,UALCLI20,UALCLI30"
10;"UGOACG13O";"CO";1;"UGOACG46"
6;"UPECGB01I";"NE";2;"UPECGB04,UPECGB06"
7;"URNMRO09B";"NE";1;"URNMRO16"
12;"UMSCPE13C";"CO";2;"UMSCPE35,UMSCPE96"
10;"UCEBAE05G";"NE";1;"UCEPIC08"
12;"UGOALS01A";"CO";1;"UGOALS10"
9;"UMTCBA50A";"CO";6;"UMTCBA30,UMTCBA33,UMTCBA66,UMTCBA74,UMTCBAB4,WMTCBA30"
8;"UPEPTA07F";"NE";1;"UPEPTA08"
8;"UGOALS01C";"CO";1;"UGOALS12"
11;"UMTSNO12C";"CO";1;"UMTSNO06"
10;"UDFSQS19K";"CO";1;"UDFSQS78"
7;"UPITER02F";"NE";2;"UPITER37,UPITER77"
8;"UMTSSZ01J";"CO";1;"UMTSSZ02"
6;"UBAPGR11A";"BASE";1;"UBAPGR08"
7;"UPRCCE61F";"PRSC";31;"CPRADBI1,KPRADBI1,UPRADBI1,UPRCCE17,UPRCCE18,UPRCCE19,UPRCCE20,UPRCCE24,UPRCCE25,UPRCCE26,UPRCCE28,UPRCCE29,UPRCCE30,UPRCCE35,UPRCCE37,UPRCCE38,UPRCCE40,UPRCCE41,UPRCCE44,UPRCCE45,UPRCCE47,UPRCCE48,UPRCCE50,UPRCCE51,UPRCCEI2,UPRCCEI3,UPRCCEI4,UPRCOW07,UPRCSF16,UPRCSF18,WPRADBI1"
7;"UPRCPH30B";"PRSC";1;"UPRCPH22"
14;"UPEPTA03B";"NE";1;"UPEPTA04"
12;"UALPOP02G";"NE";1;"UALPOP01"
11;"UDFSQS77F";"CO";5;"UDFSQS19,UDFSQS31,UDFSQS78,UDFSQS99,UDFSQSA0"
12;"UGOTDA01C";"CO";1;"UGOTDA12"
8;"URNPIM11M";"NE";1;"URNPIM05"
6;"UESSER05J";"ES";1;"UESSER02"
9;"UMGURA021";"MG";1;"UMGURA09"
10;"UPBCBD05K";"NE";1;"UPBCBD04"
11;"UPITER36G";"NE";1;"UPITER12"
13;"UDFSQS73F";"CO";12;"UDFSQS0A,UDFSQS0D,UDFSQS0F,UDFSQS10,UDFSQS19,UDFSQS31,UDFSQS37,UDFSQS43,UDFSQS54,UDFSQS61,UDFSQS78,UDFSQSA0"
6;"UGOGNAB1C";"CO";3;"UGOGNA3M,UGOGNA52,WGOGNA52"
11;"URNLNV14G";"NE";3;"URNLNV09,URNPTB05,WRNPTB05"
12;"UTOARN09B";"CO";1;"UTOARN28"
10;"UDFSQN98E";"CO";4;"UDFSOB03,UDFSQN09,WDFSOB03,WDFSQN09"
11;"UTOFTM01B";"CO";1;"UTOSRC01"
14;"UDFSQN13O";"CO";1;"UDFSQN31"
8;"UMGBET192";"MG";2;"UMGBET12,UMGBET13"
6;"UPECRU19M";"NE";3;"UPECRU13,UPECRU21,UPECRU40"
8;"WPEIPS27K";"NE";1;"UPEIPS03"
11;"WDFTAG39O";"CO";6;"UDFTAG16,UDFTAG59,UDFTAG80,UDFTAG85,UDFTAG87,UDFTAGA5"
11;"UMGULA241";"MG";1;"UMGULA19"
12;"UALPCV01E";"NE";1;"UALPCV02"
11;"UMGMCL081";"MG";2;"UMGMCL09,UMGMCL14"
10;"UDFSQS68F";"CO";5;"UDFSQS0Q,UDFSQS35,UDFSQS65,UDFSQS81,UDFSQSIF"
11;"UESCAR03K";"ES";1;"UESCAR22"
7;"UGOGNA1HC";"CO";5;"UGOGNA0K,UGOGNA2F,UGOGNA2H,UGOGNA59,UGOGNA79"
11;"UCEJNE05J";"NE";1;"UCEJNE15"
11;"UBAILH12F";"BASE";1;"UBAILH05"
10;"UGOSCQ08A";"CO";7;"UGOSCQ01,UGOSCQ02,UGOSCQ03,UGOSCQ05,UGOSCQ06,UGOSCQ10,WGOSCQ01"
6;"WPEIPJ01I";"NE";1;"UPEIPJ04"
6;"UBAILH26C";"BASE";1;"UBAILH13"
6;"UBAVCT14A";"BASE";1;"UBAVCT07"
9;"UCEIAU01G";"NE";1;"UCEIAU02"
10;"UPITER55O";"NE";1;"UPITER59"
13;"UALCUI01J";"NE";1;"UALCUI06"
11;"UCEAER16E";"NE";6;"UCEAER04,UCEAER05,UCEALD04,UCECEN06,UCECEN09,UCEPIC07"
8;"UGOLZA20A";"CO";1;"UGOCDO04"
10;"UGOSHG02B";"CO";1;"UGOSHG04"
7;"UMGBET011";"MG";19;"UMGBET02,UMGBET04,UMGBET05,UMGBET06,UMGBET07,UMGBET10,UMGBET12,UMGBET13,UMGBET14,UMGBET19,UMGBET20,UMGBET21,UMGBET22,UMGBET23,UMGBET24,UMGBET44,UMGBETI2,UMGCTG29,UMGCTG36"
11;"UMGCOW342";"MG";75;"UMGBAR01,UMGBAR02,UMGBAR03,UMGBAR04,UMGBAR05,UMGBAR06,UMGBAR07,UMGBAR08,UMGBAR13,UMGBRT01,UMGBRT02,UMGBRT03,UMGBRT04,UMGBRT06,UMGBRT07,UMGBRT08,UMGBRT09,UMGBRT11,UMGBRT13,UMGBRT14,UMGBRT15,UMGBRT16,UMGBRT20,UMGBRT22,UMGBRT24,UMGBRT25,UMGBRTS1,UMGCEN04,UMGCEN07,UMGCEN09,UMGCEN10,UMGCEN15,UMGCEN16,UMGCJA08,UMGCJA14,UMGCJA17,UMGCOW35,UMGCOW37,UMGCTG01,UMGCTG02,UMGCTG03,UMGCTG04,UMGCTG05,UMGCTG06,UMGCTG07,UMGCTG08,UMGCTG09,UMGCTG10,UMGCTG12,UMGCTG14,UMGCTG15,UMGCTG17,UMGCTG21,UMGCTG22,UMGCTG23,UMGCTG25,UMGCTGI3,UMGDCA01,UMGDCA03,UMGDCA05,UMGDCA06,UMGDCA09,UMGDCA11,UMGDCA12,UMGDCA17,UMGDCA25,UMGDCA27,UMGSAV01,UMGSAV04,UMGSAV08,UMGSAV09,UMGSAV13,UMGSAV16,UMGSAV17,UMGSAVI2"
11;"UDFTAG57M";"CO";3;"UDFTAG33,UDFTAGA7,UDFTAGR2"
11;"UGOGNAD3E";"CO";2;"UGOGNA35,UGOGNAD1"
8;"UPENDT13C";"NE";3;"UPEEPH02,UPEEPH08,UPEEPH17"
12;"UGOANS81M";"CO";4;"UGOANS17,UGOANS18,UGOANS44,UGOANS57"
11;"UMGIPG01K";"MG";1;"UMGIPG07"
11;"UTOTAQ06E";"CO";1;"UTOTAQ11"
10;"UGOCLV03N";"CO";2;"UGOCLV02,WGOCLV02"
9;"UMTVAZ23G";"CO";1;"UMTVAZ17"
9;"UCEPAR09F";"NE";3;"UCEPAR12,UCEPAR25,WCEPAR25"
14;"UGOGNAD3G";"CO";2;"UGOGNA0I,UGOGNA97"
12;"UGOGNA3TN";"CO";1;"UGOGNAA7"
13;"UMGCTG11N";"MG";1;"UMGCTG24"
12;"UMGJZF17J";"MG";4;"UMGJZF03,UMGJZF13,UMGJZF15,UMGJZF56"
11;"UDFTAGA1B";"CO";1;"UDFTAG90"
6;"UGOGNA77K";"CO";2;"UGOGNA52,WGOGNA52"
9;"WMTCBA34O";"CO";5;"UMTCBA29,UMTCBA62,UMTCBA68,UMTCBA97,UMTCBAB9"
14;"UPIATS01B";"NE";1;"UPIATS05"
12;"URNPNG08N";"NE";1;"URNPNG16"
6;"UMGSLZ070";"MG";3;"UMGSLZ01,UMGSLZ02,UMGSLZ09"
11;"UMGRBN06J";"MG";2;"UMGRBN09,UMGRBN10"
8;"UESGUP08O";"ES";2;"UESGUP02,UESGUP03"
14;"UCECUC10K";"NE";2;"UCECUC01,UCECUC09"
6;"UPEOLD03J";"NE";3;"UPEOLD09,UPEOLD25,WPEOLD09"
10;"UBACAR04A";"BASE";2;"UBACAR03,UBADSA08"
10;"UMGIPG060";"MG";2;"UMGIPG02,UMGIPG05"
7;"UALAIR04K";"NE";1;"UALAIRI1"
7;"UBAVCT14K";"BASE";1;"UBAVCT04"
8;"UPITER12G";"NE";3;"UPITER08,UPITER48,UPITER94"
13;"UBAVLTR1K";"BASE";2;"UBAVLT01,UBAVLT03"
7;"UCEAER10O";"NE";2;"UCEAER09,UCEAER11"
6;"UPEJBO03B";"NE";1;"UPEJBO24"
6;"UPEGVT11B";"NE";2;"UPEGVT07,UPEGVT08"
8;"UDFCOW02F";"CO";24;"UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQN26,UDFSQN41,UDFSQN54,UDFSQN92,UDFSQNI2,UDFSQNI3,UDFSQNI8,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS62,UDFSQSI3,UDFSQSI4,UDFSQSI7,UDFSQSIC,UDFSQSID,UDFSQSIE,UDFSQSIH,WDFSQN92"
14;"UGOLZA05J";"CO";1;"UGOLZA08"
7;"UBABRR17G";"BASE";1;"UBABRR01"
11;"UPEOLD06M";"NE";15;"UPEBVT08,UPEBVT11,UPEBVT12,UPEBVT14,UPEBVT24,UPEBVT25,UPEBVT28,UPEBVT32,UPEEPH01,UPEEPH02,UPEEPH11,UPEEPH17,UPEEPH25,UPEEPHI1,UPEOLD17"
6;"UPBINA02K";"NE";1;"UPBINA01"
13;"UGOGNA36B";"CO";1;"UGOGNA0G"
7;"WPEGUS02J";"NE";1;"UPEGUS08"
6;"UCEESB06C";"NE";3;"UCEESB03,UCEESB07,UCEIAG01"
10;"UDFGMA42M";"CO";6;"UDFGMA04,UDFGMA14,UDFTAG18,UDFTAG34,WDFGMA14,WDFTAG34"
6;"UMGCJA11M";"MG";5;"UMGBRT04,UMGBRT25,UMGCJA04,UMGCJA08,UMGCJA17"
13;"UGOANS71A";"CO";3;"UGOANS16,UGOANS26,UGOANS69"
13;"UGOSHG04C";"CO";3;"UGOSHG01,UGOSHG03,UGOSHG06"
13;"UBAPGU07E";"BASE";1;"UBAPGU02"
10;"URNMRO09F";"NE";1;"URNMRO16"
10;"UPBCGE08C";"NE";1;"UPBCGE14"
11;"UROPVO10G";"CO";2;"UROPVO32,UROPVO69"
6;"UCEEDS25W";"NE";1;"UCEEDS07"
11;"UMGNVL090";"MG";1;"UMGNVL03"
9;"UPEEPH09G";"NE";3;"UPEEPH04,UPEEPH05,UPEEPH16"
11;"UPEGOIR1G";"NE";2;"UPEITS02,UPEITS03"
6;"UDFSQN98N";"CO";9;"UDFSQN05,UDFSQN06,UDFSQN15,UDFSQN18,UDFSQN20,UDFSQN95,UDFSQN97,WDFSQN15,WDFSQN20"
10;"UMSCPE96B";"CO";1;"UMSCPE70"
7;"UDFSQN27I";"CO";2;"UDFSQN0S,UDFSQN32"
9;"UMGLGS02O";"MG";1;"UMGCONR2"
8;"UROAQS03I";"CO";2;"UROAQS01,UROAQS12"
13;"USCVII01A";"PRSC";1;"USCVII03"
12;"URNPTG19B";"NE";2;"URNPTG07,WRNPTG07"
7;"UBAFSA15A";"BASE";1;"UBAFSA31"
13;"UTOTAQ02G";"CO";1;"UTOTAQ15"
13;"UGOCDO03N";"CO";1;"UGOCDO05"
9;"USCRSL01C";"PRSC";1;"USCRSL05"
11;"UBAITA32G";"BASE";4;"UBACAJ06,UBAITA22,UBAITA28,UBAITAI2"
12;"UBAVCT06B";"BASE";5;"UBAVCT01,UBAVCT04,UBAVCT12,UBAVCT25,UBAVCT30"
14;"UPEISS03C";"NE";2;"UPEISS01,UPEISS05"
7;"UPEVSAR1N";"NE";4;"UPEVSA03,UPEVSA04,UPEVSA06,UPEVSA08"
9;"UDFSQSA8C";"CO";2;"UDFSQS20,UDFSQS75"
8;"UPEVSAR1J";"NE";4;"UPEVSA03,UPEVSA04,UPEVSA06,UPEVSA08"
12;"UCEVRZ01C";"NE";1;"UCEVRZ02"
12;"UMTVAZ24N";"CO";2;"UMTCBAB0,UMTVAZ39"
7;"UBAFSAB7C";"BASE";1;"UBAFSA48"
14;"UDFTAG38K";"CO";2;"UDFTAG28,WDFTAG28"
12;"UGOGNA73K";"CO";2;"UGOGNA0G,UGOGNA36"
6;"UMGBET042";"MG";1;"UMGBET02"
8;"UBASAMR1B";"BASE";2;"UBAALR01,UBAALR02"
13;"UGOANS31E";"CO";3;"UGOANS03,UGOANS32,WGOANS03"
8;"USCIAIR2A";"PRSC";3;"USCIAI02,USCIAI06,USCIAI14"
14;"UACRBO10I";"CO";1;"UACRBO19"
12;"UCEEDS25O";"NE";1;"UCEEDS07"
6;"UGORVD01K";"CO";4;"UGORVD05,UGORVD14,UGORVD22,UGORVD39"
12;"UPITER77E";"NE";1;"UPITER22"
8;"UMGBET07O";"MG";2;"UMGBET05,UMGBET25"
12;"UDFGMA14A";"CO";6;"UDFGMA04,UDFGMA18,UDFGMA34,UDFSQS0K,UDFSQS27,UDFSQSA6"
8;"UTOPMJ04A";"CO";1;"UTOPMJ15"
9;"UDFSQN67A";"CO";2;"UDFSOB04,WDFSOB04"
10;"UDFSQN18N";"CO";3;"UDFSQS12,UDFSQS52,WDFSQS12"
11;"UPEARR02K";"NE";1;"UPEARR01"
11;"UACRBO41N";"CO";1;"UACRBO28"
10;"UPESZC04C";"NE";2;"UPESZC05,UPESZC11"
13;"UMSCPE82K";"CO";1;"UMSCPE83"
8;"UDFCOW02O";"CO";40;"UDFCOW06,UDFCOW07,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQNI2,UDFSQNI6,UDFSQS06,UDFSQS07,UDFSQS08,UDFSQS21,UDFSQS23,UDFSQS25,UDFSQS28,UDFSQS29,UDFSQS32,UDFSQS39,UDFSQS42,UDFSQS51,UDFSQS57,UDFSQS59,UDFSQS64,UDFSQS82,UDFSQS83,UDFSQS84,UDFSQS87,UDFSQS89,UDFSQS93,UDFSQS95,UDFSQS97,UDFSQS98,UDFSQSA4,UDFSQSB3,UDFSQSB9,UDFSQSI5,UDFSQSI6,UDFSQSI9,WDFSQS07,WDFSQS87,WDFSQS97"
9;"UDFSQS21K";"CO";48;"UDFGMA04,UDFGMA08,UDFGMA09,UDFGMA14,UDFGMA18,UDFGMA19,UDFGMA25,UDFGMA34,UDFGMA81,UDFSQS0H,UDFSQS0K,UDFSQS0L,UDFSQS18,UDFSQS27,UDFSQS30,UDFSQS35,UDFSQS66,UDFSQS67,UDFSQS68,UDFSQS81,UDFSQSA6,UDFSQSD3,UDFSQSIF,UDFTAG10,UDFTAG11,UDFTAG16,UDFTAG18,UDFTAG22,UDFTAG30,UDFTAG31,UDFTAG34,UDFTAG35,UDFTAG36,UDFTAG39,UDFTAG51,UDFTAG59,UDFTAG80,UDFTAG85,UDFTAG87,UDFTAG92,UDFTAGA4,UDFTAGA5,WDFGMA14,WDFTAG11,WDFTAG22,WDFTAG34,WDFTAG39,WDFTAG92"
14;"UMGTEO051";"MG";2;"UMGTEO03,UMGTEO06"
10;"UMGCLF01J";"MG";1;"UMGCLF13"
9;"UPETIU02B";"NE";1;"UPETIU04"
11;"USCIAIR2I";"PRSC";3;"USCIAI02,USCIAI06,USCIAI14"
12;"UMGULA49K";"MG";4;"UMGULA29,UMGULA37,UMGULA46,UMGULAI2"
14;"UMGBET200";"MG";2;"UMGBET02,UMGBET21"
13;"UPECRU03G";"NE";3;"UPECRU07,UPECRU14,UPECRU39"
6;"UPITER14C";"NE";1;"UPITER57"
13;"UTOARN06A";"CO";1;"UTOARN17"
12;"UPECRU03C";"NE";3;"UPECRU07,UPECRU14,UPECRU39"
11;"UPENDT01I";"NE";4;"UPENDT16,UPEPUI07,UPEPUI13,WPENDT16"
14;"UPIPNA12A";"NE";1;"UPIPNA07"
7;"UCEEDS13M";"NE";2;"UCEESB02,UCEPAC08"
10;"UALFAR03A";"NE";4;"UALFAR01,UALFAR22,UALFAR23,UALFAR52"
12;"UCEAQU02B";"NE";1;"UCEAQU01"
9;"UDFTAG28F";"CO";4;"UDFTAG38,UDFTAG42,UDFTAG44,UDFTAG73"
14;"UMGBET132";"MG";1;"UMGBET12"
9;"UMGINH01K";"MG";1;"UMGINH02"
6;"UMTCBA73K";"CO";1;"UMTCBA51"
10;"UMGPAM271";"MG";1;"UMGPAMI3"
13;"UMGCNO07K";"MG";3;"UMGCNO01,UMGCNOI1,UMGFTA12"
13;"URNLNV01B";"NE";1;"URNLNV08"
7;"UESVVE091";"ES";2;"UESVVE05,WESVVE05"
12;"UGOGNA0ME";"CO";4;"UGOGNA3A,UGOGNA57,UGOGNAB2,UGOGNAB9"
10;"UALCAS13G";"NE";4;"UALFAR11,UALFAR13,UALFAR14,UALFARI1"
14;"UPECOW24A";"NE";16;"UPEBVT03,UPEBVT08,UPEBVT11,UPEBVT14,UPEBVT24,UPEBVT25,UPEBVT28,UPEBVT31,UPEBVT32,UPECOW06,UPECOW09,UPECOW25,UPECOW27,UPECOW28,UPEEPHI1,UPEEPHI3"
10;"UDFTAG52A";"CO";2;"UDFTAG74,UDFTAGR2"
6;"UBACAB13C";"BASE";2;"UBACAB18,UBACAB29"
8;"UPEMDL06N";"NE";7;"UPEEPH34,UPEMDL03,UPEMDL05,UPEMDL07,UPEMDL11,UPEMDL15,UPEMDL16"
10;"UPBCGE02N";"NE";1;"UPBCGE11"
10;"UTOARN02B";"CO";1;"UTOARN11"
12;"UCERUS03C";"NE";1;"UCERUS02"
12;"UBABON27B";"BASE";2;"UBABON17,UBABON18"
12;"UCEESB07A";"NE";1;"UCEESB01"
8;"UGOANS75O";"CO";1;"UGOANS20"
13;"UMSCPE80B";"CO";1;"UMSCPE0P"
14;"UPRPGO15J";"PRSC";1;"UPRPGO16"
12;"UGOGNA2MG";"CO";2;"UGOGNA0T,UGOGNA40"
14;"UMGCONR2K";"MG";1;"UMGLGS02"
12;"UDFSQSC4F";"CO";12;"UDFSQS0B,UDFSQS1E,UDFSQS26,UDFSQS75,UDFSQS94,UDFSQSA2,UDFSQSA3,UDFSQSA5,UDFSQSA7,UDFSQSA8,UDFSQSD0,WDFSQS26"
9;"UGOGIN03F";"CO";1;"UGOGIN01"
12;"UGOSAD04C";"CO";1;"UGOSAD05"
12;"UMGULA200";"MG";3;"UMGULA13,UMGULA14,UMGULA51"
10;"UROPVO40E";"CO";6;"UROPVO05,UROPVO27,UROPVO44,UROPVO76,WROPVO05,WROPVO27"
14;"UDFSQS95I";"CO";3;"UDFSQN13,UDFSQS93,UDFSQSB4"
12;"UMGCTG361";"MG";2;"UMGBET02,UMGBET04"
8;"UMTCBA32E";"CO";4;"UMTCBA41,UMTCBA47,UMTCBA65,UMTCBA93"
10;"UGOALS01N";"CO";1;"UGOALS03"
6;"UDFSQS07E";"CO";3;"UDFSQN13,UDFSQS93,UDFSQS95"
12;"UMSTLS10A";"CO";1;"UMSTLS16"
14;"UMGRPS012";"MG";5;"UMGNVL01,UMGNVL10,UMGNVL11,UMGNVL12,UMGNVL17"
14;"UMGGVD13I";"MG";1;"UMGGVD08"
13;"UMGURAR41";"MG";1;"UMGURAR3"
13;"UPRCSF34G";"PRSC";1;"UPRCSF33"
11;"UMGDCA15J";"MG";3;"UMGDCA10,UMGDCA12,UMGDCA19"
14;"UPEPTA01C";"NE";1;"UPEPTA04"
6;"UDFSQS98E";"CO";28;"UDFSQNI6,UDFSQS02,UDFSQS04,UDFSQS0T,UDFSQS23,UDFSQS24,UDFSQS28,UDFSQS29,UDFSQS32,UDFSQS34,UDFSQS49,UDFSQS57,UDFSQS58,UDFSQS62,UDFSQS64,UDFSQS69,UDFSQS84,UDFSQS97,UDFSQSB8,UDFSQSI5,UDFSQSI6,UDFSQSI8,UDFSQSI9,UDFSQSIK,WDFSQS02,WDFSQS24,WDFSQS69,WDFSQS97"
14;"UPITER22F";"NE";1;"UPITER49"
8;"UTOARN21O";"CO";1;"UTOARN30"
8;"UMGBET13J";"MG";1;"UMGBET19"
6;"UDFSQSX2B";"CO";1;"UDFSQS85"
9;"UDFSQS0DK";"CO";3;"UDFSQS30,UDFSQS66,UDFSQS73"
