"week";"cellname";"REGIONAL";"count";"covered_sites"
6;"UPEOLD28K";"NE";3;"UPENDT08,UPEOLD01,UPEOLD04"
7;"UPITER49G";"NE";1;"UPITER64"
8;"UPITER73E";"NE";2;"UPITER06,UPITER39"
10;"UBACAR01C";"BASE";1;"UBACAR19"
14;"UCESOL05K";"NE";1;"UCESOL20"
8;"UDFSOB07O";"CO";1;"UDFSOB26"
8;"UDFTAG49F";"CO";2;"UDFTAG24,UDFTAG93"
8;"UBAVCT17K";"BASE";1;"UBAVCT30"
7;"UPEGUS03C";"NE";4;"UPEGUS02,UPEGUS08,WPEGUS02,WPEGUS06"
6;"UPBCRI07B";"NE";1;"UPBCRI12"
7;"UDFGMA01O";"CO";1;"UDFGMA27"
11;"UROCWL02F";"CO";1;"UROCWL01"
8;"UMGLGS01M";"MG";1;"UMGLGS10"
11;"UPBSPH02F";"NE";4;"UPBSOB01,UPBSOBR1,UPBSPH01,UPBSPH05"
8;"UCECTS13M";"NE";1;"UCECTS03"
7;"UGOCTL02C";"CO";1;"UGOCTL06"
11;"UMGPLA09I";"MG";1;"UMGVSP03"
11;"UMGMCL101";"MG";4;"UMGMCL01,UMGMCL03,UMGMCL07,UMGMCL22"
12;"UMGBAR062";"MG";1;"UMGBAR04"
7;"UMTROI06I";"CO";1;"UMTROI02"
13;"UESSER123";"ES";1;"UESSER31"
12;"UPITER14U";"NE";1;"UPITER03"
10;"UGORVD22A";"CO";1;"UGORVD36"
12;"URNALC04E";"NE";1;"URNALC05"
10;"UDFTAG03O";"CO";2;"UDFTAG06,UDFTAG0D"
6;"UPEGVT05C";"NE";1;"UPEGVT03"
7;"UPBCGE14B";"NE";1;"UPBCGE02"
6;"UCEAER10N";"NE";15;"CCEAERI2,KCEAERI2,UCEAER07,UCEAER16,UCEAERI2,UCECOW08,UCEEDS06,UCEEDS07,UCEEDS10,UCEEDS12,UCEEDS17,UCEEDS25,WCEAERI2,WCEEDS10,WCEEDS17"
13;"UMTCBA13A";"CO";2;"UMTCBA46,UMTCBA63"
10;"UROVHA02O";"CO";1;"UROVHA01"
11;"UGOGNA73C";"CO";4;"UGOGNA0G,UGOGNA36,UGOGNA3J,UGOGNAI9"
10;"UESCOL05J";"ES";1;"UESCOL04"
12;"UPITER32F";"NE";1;"UPITER23"
8;"UPIPNA14E";"NE";1;"UPIPNA08"
8;"UGOANS36F";"CO";6;"UGOANS06,UGOANS23,UGOANS27,UGOANS32,UGOANS37,UGOANS76"
12;"UGOCLV11I";"CO";1;"UGOCLV07"
10;"UGOGNA72N";"CO";1;"UGOGNAC3"
13;"WESVIT26K";"ES";7;"UESVIT03,UESVIT07,UESVIT14,UESVIT38,WESVIT03,WESVIT07,WESVIT14"
13;"UTOTAQ13F";"CO";4;"UTOTAQ01,UTOTAQ03,UTOTAQ11,UTOTAQ14"
9;"USCCCO06C";"PRSC";3;"USCCCO01,USCCCO08,USCCCO19"
11;"UGOACG14O";"CO";1;"UGOACG25"
9;"URNMRO09B";"NE";1;"URNMRO16"
11;"UMTCBA08M";"CO";1;"UMTCBA46"
12;"UPECBOR1J";"NE";1;"UPECBO16"
12;"UDFTAG30G";"CO";1;"UDFTAG68"
9;"UMSCPE1TB";"CO";1;"UMSCPEI3"
13;"UROVHA02G";"CO";1;"UROVHA01"
6;"UCECUC07F";"NE";2;"UCECUC05,UCECUC06"
7;"UMTCBA50A";"CO";6;"UMTCBA30,UMTCBA33,UMTCBA66,UMTCBA74,UMTCBAB4,WMTCBA30"
6;"UMGDCB011";"MG";1;"UMGSJN01"
13;"UDFTAG62C";"CO";5;"UDFGMA30,UDFTAG70,UDFTAG90,UDFTAGA1,UDFTAGA9"
9;"UPITER02F";"NE";2;"UPITER37,UPITER77"
9;"UPRCCE61F";"PRSC";31;"CPRADBI1,KPRADBI1,UPRADBI1,UPRCCE17,UPRCCE18,UPRCCE19,UPRCCE20,UPRCCE24,UPRCCE25,UPRCCE26,UPRCCE28,UPRCCE29,UPRCCE30,UPRCCE35,UPRCCE37,UPRCCE38,UPRCCE40,UPRCCE41,UPRCCE44,UPRCCE45,UPRCCE47,UPRCCE48,UPRCCE50,UPRCCE51,UPRCCEI2,UPRCCEI3,UPRCCEI4,UPRCOW07,UPRCSF16,UPRCSF18,WPRADBI1"
8;"UTOTAQ05A";"CO";1;"UTOTAQ14"
10;"UPRCSF45A";"PRSC";2;"UPRCCJ02,UPRCCJ28"
7;"UDFPADR5K";"CO";1;"UDFSQN79"
8;"UPEEAA04G";"NE";1;"UPEEAA03"
9;"UPRCPH30B";"PRSC";1;"UPRCPH22"
8;"UMGFTA290";"MG";1;"UMGFTA12"
13;"UMGOUP140";"MG";1;"UMGPAM01"
14;"UPBTAB04A";"NE";8;"UPBTAB03,UPBTAB05,UPBTAB12,UPBTAB13,UPBTABI1,WPBTAB03,WPBTAB05,WPBTAB12"
12;"UTOARN21G";"CO";1;"UTOARN30"
8;"UCEHZT05C";"NE";2;"UCEHZT01,UCEHZT12"
14;"USCJVE04C";"PRSC";9;"USCJVE12,USCJVE15,USCJVE16,USCJVE25,USCJVE28,USCJVE32,USCJVE33,USCJVE35,USCJVEI1"
7;"UMGURA021";"MG";1;"UMGURA09"
10;"UDFSQN16F";"CO";14;"UDFSQN24,UDFSQN26,UDFSQN41,UDFSQN54,UDFSQNI3,UDFSQNI8,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS62,UDFSQSI3,UDFSQSI4,UDFSQSID,UDFSQSIE"
9;"UMGBET020";"MG";1;"UMGCTG36"
12;"UALMHD01I";"NE";1;"UALMHD06"
13;"UDFSQS0JF";"CO";2;"UDFSQS50,WDFSQS50"
6;"UCEPAR16F";"NE";6;"UCEPAR07,UCEPAR15,UCEPAR22,UCEPIC12,WCEPAR27,WCEPIC12"
7;"UGOSCQ07A";"CO";3;"UGOGNA0F,UGOGNA2M,UGOSCQ10"
7;"UPECBO11K";"NE";1;"UPECBOR4"
7;"UESSER112";"ES";1;"UESSER28"
10;"UBAJQE02A";"BASE";1;"UBAJQE06"
6;"UPEISS01G";"NE";2;"UPEISS03,UPEISS05"
8;"UBASMFR1B";"BASE";1;"UBACAJ10"
9;"UMSTLS08C";"CO";2;"UMSTLS06,UMSTLS11"
8;"USCAOCR1I";"PRSC";5;"USCRSL01,USCRSL04,USCRSL05,USCRSL08,USCRSL09"
12;"UGOGNA72F";"CO";1;"UGOGNAC3"
10;"UDFSOB26I";"CO";1;"UDFSOB24"
9;"UPITER26B";"NE";1;"UPITERA2"
6;"UESSOLR43";"ES";1;"UESVVE25"
10;"UGOPWL04F";"CO";2;"UGOPWL05,UGOPWL07"
10;"UESCIT24K";"ES";3;"UESCIT04,UESCIT07,UESICN02"
10;"UBAVLTR1C";"BASE";2;"UBAVLT01,UBAVLT03"
14;"UMTVAZ40G";"CO";1;"UMTVAZ30"
7;"UESCAR111";"ES";1;"UESCAR09"
11;"UPBCGE21E";"NE";5;"UPBCGE03,UPBCGE04,UPBCGE05,UPBCGE06,UPBCGE33"
11;"UGOACG14C";"CO";1;"UGOACG25"
9;"UPECRU42M";"NE";1;"UPECRU18"
10;"UDFSQS0PI";"CO";4;"UDFSQS11,UDFSQS63,UDFSQS85,UDFSQSI2"
12;"UBADSA04B";"BASE";1;"UBADSA02"
7;"UBAALG02B";"BASE";1;"UBAALG04"
8;"UMGBET172";"MG";1;"UMGSJQ01"
14;"UALCLI18N";"NE";3;"UALCLI06,UALCLI20,UALCLI30"
8;"UCEESB07C";"NE";1;"UCEIAG01"
7;"UMTVAZ23G";"CO";1;"UMTVAZ17"
7;"UCEPAR09F";"NE";3;"UCEPAR12,UCEPAR25,WCEPAR25"
6;"UMTVAZ12I";"CO";1;"UMTVAZ18"
10;"UPBCGE16I";"NE";1;"UPBCGE03"
12;"UDFCOW09E";"CO";39;"UDFCOW02,UDFCOW04,UDFCOW06,UDFCOW07,UDFCOW08,UDFCOWCC,UDFSOB03,UDFSOB04,UDFSOB05,UDFSOB48,UDFSQN01,UDFSQN05,UDFSQN06,UDFSQN09,UDFSQN14,UDFSQN15,UDFSQN16,UDFSQN20,UDFSQN22,UDFSQN24,UDFSQN25,UDFSQN29,UDFSQN30,UDFSQN36,UDFSQN40,UDFSQN46,UDFSQN47,UDFSQN53,UDFSQN56,UDFSQN97,UDFSQN98,UDFSQNI2,UDFSQNI7,UDFSQNI9,WDFSOB03,WDFSOB04,WDFSQN09,WDFSQN15,WDFSQN20"
6;"UESSER18J";"ES";1;"UESSER27"
10;"UGOGNA2DA";"CO";4;"UGOGNA0D,UGOGNA22,UGOGNAD1,UGOGNAD7"
13;"UPITER59K";"NE";2;"UPITER40,UPITER94"
11;"UGORVD35M";"CO";1;"UGORVD09"
7;"WMTCBA34O";"CO";5;"UMTCBA29,UMTCBA62,UMTCBA68,UMTCBA97,UMTCBAB9"
13;"UROPVOA6M";"CO";1;"UROPVO42"
6;"UMGIUA110";"MG";1;"UMGIUA01"
11;"UMGITB04K";"MG";1;"UMGITB01"
14;"UMTCBA52E";"CO";1;"UMTCBA40"
12;"UGOANS07I";"CO";2;"UGOANS26,UGOANS58"
13;"UGOANS57G";"CO";3;"UGOANS04,UGOANS19,UGOANS22"
11;"USCFNS50A";"PRSC";2;"USCFNS17,USCFNS18"
8;"UBASMF11B";"BASE";1;"UBASMF06"
12;"UMGCTG11O";"MG";1;"UMGCTG28"
14;"UMGDIV152";"MG";2;"UMGDIV14,UMGDIV26"
9;"UALAIR04K";"NE";1;"UALAIRI1"
11;"UBAFSA10K";"BASE";2;"UBAFSA05,UBAFSAI6"
9;"UBAVCT14K";"BASE";1;"UBAVCT04"
12;"UGOGNA23M";"CO";1;"UGOGNA91"
10;"UBAJQE03B";"BASE";1;"UBAJQE02"
10;"UPITER11W";"NE";5;"UPITER01,UPITER33,UPITER43,UPITER58,UPITERI1"
9;"UCEAER10O";"NE";2;"UCEAER09,UCEAER11"
9;"UBABRR17G";"BASE";1;"UBABRR01"
13;"UPEBVT09C";"NE";8;"UPEBVT01,UPEBVT04,UPEBVT05,UPEBVT14,UPEBVT17,UPEBVT18,UPEBVT31,UPEBVTI1"
9;"WPEGUS02J";"NE";1;"UPEGUS08"
8;"USCJCA01C";"PRSC";1;"USCJCA04"
8;"UMGBET21K";"MG";2;"UMGBET14,UMGBET15"
6;"UPITER11M";"NE";3;"UPITER34,UPITER40,UPITER44"
6;"UCERUS03B";"NE";2;"UCERUS01,UCERUS12"
13;"UCEJNE07K";"NE";2;"UCEJNE06,UCEJNE27"
8;"UPEGUS03B";"NE";2;"UPEGUS04,UPEGUS05"
11;"UMGOBR04M";"MG";1;"UMGOBR01"
13;"USCCCO17F";"PRSC";1;"USCCCO20"
14;"UCEEDS08K";"NE";2;"UCEEDS03,UCEEDSI1"
14;"UDFSQN20C";"CO";1;"UDFSQN06"
6;"UGOACG16F";"CO";1;"UGOACG26"
14;"URNPNG05K";"NE";2;"URNPNG02,URNPNG11"
12;"UDFTAG51G";"CO";3;"UDFTAG23,UDFTAG40,WDFTAG40"
8;"UMGBBC02J";"MG";1;"UMGBBC07"
9;"UGOGNA1HC";"CO";4;"UGOGNA0K,UGOGNA2F,UGOGNA2H,UGOGNA79"
13;"UCEESB04C";"NE";1;"UCEAER03"
8;"UDFGMA19F";"CO";3;"UDFGMA04,UDFGMA14,WDFGMA14"
13;"UPRCCE05E";"PRSC";9;"UPRCCJ12,UPRCCJ13,UPRCCJ15,UPRCCJ16,UPRCCJ17,UPRCCJ32,UPRPNS03,UPRPNS06,UPRPNS08"
6;"UMTROI06G";"CO";2;"UMTROI05,UMTROI13"
11;"UPEBOS01B";"NE";2;"UPENZM01,UPETHM01"
12;"UPESUN01A";"NE";1;"UPESUN02"
7;"UCEIAU01G";"NE";1;"UCEIAU02"
14;"UDFGMA81E";"CO";1;"UDFGMA09"
6;"UMGLAV011";"MG";1;"UMGLAV04"
10;"UPESDM02B";"NE";4;"UPECGB02,UPECGB07,UPECGB10,UPECGB12"
11;"UCEPAR20B";"NE";1;"UCEPAR10"
6;"UGOGNA3TC";"CO";1;"UGOGNA1U"
9;"UMGBET011";"MG";24;"UMGBET02,UMGBET04,UMGBET05,UMGBET06,UMGBET07,UMGBET10,UMGBET12,UMGBET13,UMGBET14,UMGBET18,UMGBET19,UMGBET20,UMGBET21,UMGBET22,UMGBET23,UMGBET24,UMGBET44,UMGBETI2,UMGCTG20,UMGCTG29,UMGCTG30,UMGCTG36,UMGIBT05,UMGIBT06"
12;"UMGSLG02I";"MG";2;"UMGSLG09,UMGSLG18"
8;"UPECBOR4F";"NE";1;"UPECBO03"
11;"UMSCPE21F";"CO";6;"UMSCPE01,UMSCPE07,UMSCPE1R,UMSCPE1S,UMSCPE34,WMSCPE34"
9;"UPRPGO12A";"PRSC";1;"UPRPGO29"
6;"UBALFS16B";"BASE";2;"UBALFS06,UBALFS07"
12;"UCECUC08I";"NE";74;"UCEAER04,UCEAER05,UCEAER06,UCEAER07,UCEAER12,UCEAER15,UCEAER16,UCEAER17,UCEALD01,UCEALD02,UCEALD03,UCEALD04,UCEALD05,UCEALD06,UCEALD07,UCEALD08,UCEALD09,UCEALD10,UCEALD11,UCEALD12,UCEALD13,UCEALD14,UCEALD15,UCEALD16,UCEALD17,UCEALD18,UCEALD19,UCEALD21,UCEALD22,UCEALD24,UCEALD25,UCEALD26,UCEALD27,UCEALDI2,UCEALDS1,UCEBAE01,UCEBAE02,UCEBAE03,UCEBAE04,UCEBAE06,UCEBAE07,UCEBAE09,UCEBAE11,UCEBAE12,UCEBAE13,UCEBAE14,UCEBAEI1,UCECEN01,UCECEN02,UCECEN03,UCECEN05,UCECEN06,UCECEN08,UCECEN09,UCECEN14,UCECEN15,UCECEN16,UCECEN17,UCECEN18,UCEEDS03,UCEEDS06,UCEEDS08,UCEEDSI1,UCEPAC03,UCEPAC05,UCEPIC01,UCEPIC03,UCEPIC04,UCEPIC05,UCEPIC06,UCEPIC07,UCEPIC09,WCEALD06,WCEPIC04"
13;"UGOANS51E";"CO";1;"UGOANS68"
13;"URNLNV05N";"NE";1;"URNLNV14"
6;"UBASMF91C";"BASE";1;"UBAPGR08"
11;"UPRCSF07B";"PRSC";1;"UPRCCE14"
9;"UBAFSAB7C";"BASE";1;"UBAFSA48"
13;"UDFSOB48C";"CO";3;"UDFSOB03,UDFSOB05,WDFSOB03"
14;"UGOCEE01B";"CO";1;"UGORAA01"
6;"UPRQBS01A";"PRSC";1;"UPRCKG03"
11;"URNMRO15B";"NE";1;"URNMRO05"
13;"UMSCPEA8F";"CO";10;"UMSCPE0C,UMSCPE0F,UMSCPE17,UMSCPE1F,UMSCPE1O,UMSCPE46,UMSCPE47,UMSCPE60,UMSCPE65,UMSCPE78"
12;"UPEFRS01C";"NE";3;"UPETIU01,UPETIU02,UPETIU04"
8;"UALPOP01I";"NE";1;"UALPOP02"
14;"USCFGO01B";"PRSC";1;"USCFGO02"
7;"UDFSQN67A";"CO";16;"UDFSOB03,UDFSOB04,UDFSOB05,UDFSOB09,UDFSOB12,UDFSOB13,UDFSOB27,UDFSOB31,UDFSOB34,UDFSOB35,UDFSOB46,UDFSOB48,UDFSOB52,WDFSOB03,WDFSOB04,WDFSOB46"
12;"UPECBOR1N";"NE";1;"UPECBO16"
6;"UTOTAQ06A";"CO";1;"UTOTAQ11"
7;"UPETIU02B";"NE";1;"UPETIU04"
7;"UDFSQS21K";"CO";48;"UDFGMA04,UDFGMA08,UDFGMA09,UDFGMA14,UDFGMA18,UDFGMA19,UDFGMA25,UDFGMA34,UDFGMA81,UDFSQS0H,UDFSQS0K,UDFSQS0L,UDFSQS18,UDFSQS27,UDFSQS30,UDFSQS35,UDFSQS66,UDFSQS67,UDFSQS68,UDFSQS81,UDFSQSA6,UDFSQSD3,UDFSQSIF,UDFTAG10,UDFTAG11,UDFTAG16,UDFTAG18,UDFTAG22,UDFTAG30,UDFTAG31,UDFTAG34,UDFTAG35,UDFTAG36,UDFTAG39,UDFTAG51,UDFTAG59,UDFTAG80,UDFTAG85,UDFTAG87,UDFTAG92,UDFTAGA4,UDFTAGA5,WDFGMA14,WDFTAG11,WDFTAG22,WDFTAG34,WDFTAG39,WDFTAG92"
13;"UDFSQN13A";"CO";1;"UDFSQN23"
11;"UPECRU37A";"NE";5;"UPECRU01,UPECRU16,UPECRU20,UPECRU22,UPECRU43"
14;"UPEPUI09A";"NE";1;"UPEPUI06"
10;"UCEEDS16J";"NE";2;"UCEESB05,UCEMES03"
11;"UMTCBA78O";"CO";7;"CMTCBAI4,KMTCBAI4,UMTCBA06,UMTCBA07,UMTCBAA9,UMTCBAI4,WMTCBAI4"
12;"UPEJBO18M";"NE";1;"UPEJBO10"
14;"UESCAR131";"ES";1;"WESCAR21"
12;"UDFTAG87G";"CO";1;"UDFTAG36"
11;"UGONGM02J";"CO";2;"UGONGM03,UGONGM07"
11;"USCLGS01A";"PRSC";1;"USCLGS04"
13;"UGOGNA08B";"CO";2;"UGOGNA2H,UGOGNA59"
11;"USCFNS41B";"PRSC";1;"USCFNS40"
10;"UMTROI01E";"CO";1;"UMTROI14"
8;"UDFSOB06B";"CO";4;"UDFSOB05,UDFSOB31,UDFSOB46,WDFSOB46"
10;"UESCAR09J";"ES";1;"UESCAR01"
11;"UDFGMA03G";"CO";1;"UDFGMA10"
10;"UDFCOW09A";"CO";23;"UDFCOW02,UDFCOW04,UDFCOW06,UDFCOW07,UDFCOW08,UDFCOWCC,UDFSQN01,UDFSQN05,UDFSQN06,UDFSQN14,UDFSQN16,UDFSQN20,UDFSQN22,UDFSQN24,UDFSQN25,UDFSQN40,UDFSQN46,UDFSQN47,UDFSQN56,UDFSQN97,UDFSQNI2,UDFSQNI7,WDFSQN20"
6;"UGOIUB19F";"CO";6;"UGOIUB01,UGOIUB03,UGOIUB11,UGOIUB14,UGOIUB82,UGOIUB83"
14;"UBAVCZ04I";"BASE";3;"UBAVCZ02,UBAVCZ03,UBAVCZ07"
7;"UPEEPH09G";"NE";3;"UPEEPH04,UPEEPH05,UPEEPH16"
13;"UTOTAQ03N";"CO";2;"UTOTAQ01,UTOTAQ14"
11;"UALCAS06F";"NE";2;"UALCAS18,WALCAS10"
9;"UDFSQN27I";"CO";2;"UDFSQN0S,UDFSQN32"
7;"UMGLGS02O";"MG";1;"UMGCONR2"
10;"UMGSLZ061";"MG";2;"UMGSLZ04,UMGSLZ08"
9;"UBAFSA15A";"BASE";1;"UBAFSA31"
13;"UMGPMS082";"MG";1;"UMGPMS06"
11;"UMSCPE60I";"CO";2;"UMSCPE75,WMSCPE75"
11;"UPRAPU03A";"PRSC";4;"UPRAPU01,UPRAPU04,UPRAPU06,UPRAPU07"
13;"UMGFEA01O";"MG";1;"UMGFEA03"
6;"UPRCBX04K";"PRSC";1;"UPRCCJ30"
7;"USCRSL01C";"PRSC";1;"USCRSL05"
14;"UMSTLS04G";"CO";1;"UMSTLS12"
12;"UMGJZF54I";"MG";4;"UMGJZF19,UMGJZF20,UMGJZF25,UMGJZF40"
10;"UPEISS01A";"NE";1;"UPEISS04"
11;"UPRAPS02G";"PRSC";1;"UPRAPS04"
9;"UPEVSAR1N";"NE";4;"UPEVSA03,UPEVSA04,UPEVSA06,UPEVSA08"
14;"UMTCBA06M";"CO";3;"UMTCBA03,UMTCBA04,UMTCBA83"
14;"UDFSQN08K";"CO";2;"UDFSQN31,UDFSQSB4"
8;"UMGIUA050";"MG";1;"UMGIUA03"
6;"UPRTEB01C";"PRSC";1;"UPRTEB02"
13;"UALFAR02E";"NE";7;"UALFAR04,UALFAR13,UALFAR14,UALFAR19,UALFAR27,UALFARI1,WALFAR04"
7;"UDFSQSA8C";"CO";2;"UDFSQS20,UDFSQS75"
6;"UDFTAGA4E";"CO";1;"UDFTAG30"
12;"UMGULA45K";"MG";1;"UMGULA46"
12;"UPBVAR09B";"NE";5;"UPBCRI08,UPBTAB15,UPBTAB23,WPBCRI08,WPBTAB23"
8;"UPRFOZ10C";"PRSC";1;"UPRFOZ12"
7;"UGOGIN03F";"CO";1;"UGOGIN01"
10;"UPITER12O";"NE";1;"UPITER94"
14;"UDFCOW07F";"CO";16;"UDFCOW02,UDFCOW06,UDFCOW08,UDFCOW09,UDFCOWCC,UDFSQN41,UDFSQN54,UDFSQN92,UDFSQNI2,UDFSQNX3,UDFSQS01,UDFSQS36,UDFSQS45,UDFSQS62,WDFSQN92,WDFSQS45"
9;"UMSCPE1PJ";"CO";2;"UMSCPE36,WMSCPE36"
10;"UPESHM01O";"NE";2;"UPESHM04,UPESHMR1"
8;"UCEMCW03A";"NE";1;"UCEMCW04"
13;"UDFPADR3G";"CO";8;"UDFPADR5,UDFSQN0S,UDFSQN32,UDFSQN57,UDFSQN67,UDFSQN79,UDFSQN81,UDFSQN94"
13;"UESSER26I";"ES";1;"UESSER21"
13;"UESCAR03M";"ES";1;"UESCAR11"
12;"UMGIPG031";"MG";1;"UMGIPG04"
11;"UMGFTA140";"MG";2;"UMGFTA02,UMGFTA16"
12;"UALPND01F";"NE";1;"UALPND04"
14;"UDFSQS16E";"CO";2;"UDFSQS0J,UDFSQS47"
13;"UALSMM01E";"NE";1;"UALSMM04"
6;"UESSOLR11";"ES";2;"UESVVE06,UESVVE17"
8;"UDFGMA08I";"CO";1;"UDFGMA81"
10;"UMGMCL080";"MG";1;"UMGMCL18"
7;"UMGRBN020";"MG";1;"UMGRBN20"
13;"UCEPAR16C";"NE";1;"UCEPAR13"
10;"UPBBQO01J";"NE";1;"UPBBQO02"
11;"USCCBW02A";"PRSC";1;"USCBCU02"
6;"UPEBVT32A";"NE";3;"UPEBVT11,UPEBVT12,UPEEPH25"
13;"UPITER43K";"NE";6;"UPITER04,UPITER05,UPITER14,UPITER31,UPITER57,UPITER71"
13;"WRNPTG05I";"NE";1;"URNPTG13"
9;"UCEEDS13M";"NE";2;"UCEESB02,UCEPAC08"
13;"UALMHD01G";"NE";1;"UALMHD08"
6;"UCEAER02C";"NE";1;"UCEAER11"
7;"UDFTAG28F";"CO";4;"UDFTAG38,UDFTAG42,UDFTAG44,UDFTAG73"
6;"UGOALS04F";"CO";1;"UGOALS03"
13;"UGORVD02N";"CO";2;"UGORVD07,UGORVD18"
7;"UMGINH01K";"MG";1;"UMGINH02"
11;"UMGLGS10K";"MG";2;"UMGLGS01,UMGLGS03"
12;"UPBVAR15J";"NE";2;"UPBVAR05,WPBVAR05"
9;"UESVVE091";"ES";2;"UESVVE05,WESVVE05"
6;"UPITER20M";"NE";1;"UPITER10"
12;"UPITER59O";"NE";2;"UPITER40,UPITER94"
8;"UDFSQS0QG";"CO";1;"UDFSQS68"
10;"UDFSQN47E";"CO";6;"UDFSQN28,UDFSQN29,UDFSQN30,UDFSQN36,UDFSQN50,UDFSQNI9"
14;"UDFSQS0HF";"CO";5;"UDFGMA18,UDFSQS0K,UDFSQS27,UDFSQS67,UDFSQSA6"
11;"UGOIUB01A";"CO";2;"UGOIUB16,UGOIUB19"
14;"UGOLZA04A";"CO";2;"UGOLZA14,UGOLZA16"
14;"UACRBO23C";"CO";1;"UACRBO14"
14;"UDFTAG05A";"CO";3;"UDFTAG32,UDFTAG60,UDFTAG61"
12;"UMTROI07A";"CO";2;"UMTROI10,UMTROII1"
10;"UBAFSA22F";"BASE";1;"UBAFSA11"
8;"UMGBRT021";"MG";3;"UMGBRT09,UMGBRT16,UMGBRT25"
11;"UMGBET060";"MG";1;"UMGBET08"
11;"UESVVE213";"ES";3;"UESVVE03,UESVVE08,UESVVE24"
8;"USCCCO04E";"PRSC";1;"USCCCO13"
11;"UTOTAQ03B";"CO";2;"UTOTAQ01,UTOTAQ14"
8;"UMTCBA08J";"CO";2;"UMTCBA54,UMTCBAI2"
13;"WPBVAR02J";"NE";2;"UPBTAB02,UPBVAR11"
13;"UMSTLS07B";"CO";1;"UMSTLS02"
6;"UPRGRP03I";"PRSC";1;"UPRGRP10"
10;"UBAPGR08G";"BASE";2;"UBAPGR02,UBAPGR09"
10;"UMGARX102";"MG";3;"UMGARX01,UMGARX08,UMGARX15"
8;"UGOGNA49G";"CO";4;"UGOGNA19,UGOGNA50,UGOGNA69,UGOGNAI3"
10;"UGOTRGR1C";"CO";1;"UGOGNAR1"
10;"UCEALD13G";"NE";4;"UCEAER16,UCEEDS02,UCEEDS03,UCEEDS06"
12;"UGORQT01A";"CO";1;"UGORQT05"
10;"UBAALG08A";"BASE";1;"UBAALG02"
10;"UBAAMA47C";"BASE";10;"UBAAMA03,UBAAMA13,UBAAMA17,UBAAMA29,UBAAMA45,UBAAMA50,UBAAMAI4,UBAAMAI5,UBACOW07,UBACOW08"
6;"UESGUP081";"ES";2;"UESSOLR3,UESVVE19"
10;"UDFSOB04B";"CO";7;"UDFSQN0S,UDFSQN32,UDFSQN57,UDFSQN67,UDFSQN70,UDFSQN81,UDFSQN94"
7;"UMGPOA060";"MG";4;"UMGPOA01,UMGPOA04,UMGPOA07,UMGPOA12"
10;"UBAIMJ02I";"BASE";1;"UBAIMJ01"
13;"UMGPAM05I";"MG";2;"UMGPAM08,UMGPAM10"
12;"UBASMFR2A";"BASE";1;"UBACISR1"
13;"UTOTAQ01K";"CO";1;"UTOTAQ11"
12;"UPESHD01K";"NE";1;"UPESHD02"
13;"UGOLZA08G";"CO";1;"UGOLZA27"
13;"UPBLUN01J";"NE";3;"UPBCBD02,UPBCBD03,UPBCBD05"
14;"UDFSOBR1B";"CO";9;"UDFPADR5,UDFSQN0S,UDFSQN27,UDFSQN32,UDFSQN57,UDFSQN67,UDFSQN79,UDFSQN81,UDFSQN94"
12;"UTOARN15E";"CO";1;"UTOARN03"
7;"UMGOPR030";"MG";1;"UMGOPR06"
14;"UMGFTA040";"MG";4;"UMGFTA09,UMGFTA10,UMGFTA16,UMGFTA17"
14;"UESVVE07J";"ES";8;"UESVVE01,UESVVE02,UESVVE12,UESVVE13,UESVVE18,UESVVE22,UESVVE23,UESVVEI1"
14;"UGOGNA17N";"CO";2;"UGOGNA28,UGOGNA65"
13;"UGOGNA3SF";"CO";1;"UGOGNA61"
13;"UCEAER07N";"NE";3;"UCEEDS06,UCEEDS12,UCEEDS25"
7;"UMGPCD02K";"MG";1;"UMGPCD07"
11;"UMSCPE0XC";"CO";2;"UMSCPE31,UMSCPE66"
11;"UPBSPH01I";"NE";1;"UPBSPH02"
12;"UPECRU12G";"NE";3;"UPECRU07,UPECRU14,UPECRU39"
8;"UMSTLS08G";"CO";1;"UMSTLS11"
13;"UCEAER07G";"NE";6;"CCEAERI2,KCEAERI2,UCEAER02,UCEAERI2,UCECOW08,WCEAERI2"
13;"UGOGNA77C";"CO";2;"UGOGNA52,WGOGNA52"
11;"UMGSAC02K";"MG";1;"UMGSAC01"
7;"UMGPPA02I";"MG";1;"UMGPPA01"
6;"UGOSCQ03G";"CO";4;"UGOGNA93,UGOSCQ06,UGOSCQ07,UGOSCQ08"
7;"URNCAY04C";"NE";1;"URNCAY03"
13;"UDFSOB23B";"CO";2;"UDFSOB28,UDFSOB39"
6;"UPEMDL06A";"NE";1;"UPEMDL13"
8;"UBACAB02B";"BASE";2;"UBACAB13,UBACAB28"
12;"UMSCPE79A";"CO";3;"UMSCPE0H,UMSCPE23,WMSCPE23"
12;"UMTSSZ01B";"CO";1;"UMTSSZ02"
